"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00249685396937479,3,3,31.8845843422115,"GO:0140021 Mitochondrial ADP transmembrane transport","http://amigo.geneontology.org/amigo/term/GO:0140021","LOC111119713 LOC111120574 LOC111121310"
0.00249685396937479,3,3,31.8845843422115,"GO:1990544 Mitochondrial ATP transmembrane transport","http://amigo.geneontology.org/amigo/term/GO:1990544","LOC111119713 LOC111120574 LOC111121310"
0.00249685396937479,3,3,31.8845843422115,"GO:0005471 ATP:ADP antiporter activity","http://amigo.geneontology.org/amigo/term/GO:0005471","LOC111119713 LOC111120574 LOC111121310"
0.0181131957368235,10,86,3.70750980723389,"GO:0050660 Flavin adenine dinucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0050660","LOC111101211 LOC111101286 LOC111102738 LOC111107393 LOC111108359 LOC111114902 LOC111121738 LOC111129061 LOC111130119 LOC111136587"
7.95860252766046e-05,28,295,3.02633342909126,"GO:0003700 DNA-binding transcription factor activity","http://amigo.geneontology.org/amigo/term/GO:0003700","LOC111103659 LOC111109806 LOC111109809 LOC111112551 LOC111119625 LOC111119882 LOC111122680 LOC111123699 LOC111124637 LOC111127045 LOC111127046 LOC111127047 LOC111127458 LOC111127848 LOC111128344 LOC111129823 LOC111129966 LOC111130954 LOC111131017 LOC111132210 LOC111133060 LOC111133851 LOC111134536 LOC111135254 LOC111135413 LOC111135564 LOC111137108 LOC111137505"
0.00463826088198426,27,375,2.29569007263922,"GO:0003824 Catalytic activity","http://amigo.geneontology.org/amigo/term/GO:0003824","LOC111099715 LOC111099718 LOC111101152 LOC111102529 LOC111108373 LOC111118137 LOC111118696 LOC111118907 LOC111119190 LOC111120573 LOC111120668 LOC111120927 LOC111121738 LOC111122078 LOC111122875 LOC111124021 LOC111124300 LOC111126164 LOC111126492 LOC111128100 LOC111128136 LOC111130098 LOC111131085 LOC111132543 LOC111133157 LOC111135147 LOC111138521"
0.000478475305121521,39,554,2.24458265224954,"GO:0006355 Reg. of transcription-DNA-templated","http://amigo.geneontology.org/amigo/term/GO:0006355","LOC111099503 LOC111101203 LOC111103659 LOC111107548 LOC111107792 LOC111109809 LOC111112551 LOC111119625 LOC111119882 LOC111120660 LOC111122680 LOC111123699 LOC111124637 LOC111127045 LOC111127046 LOC111127047 LOC111127458 LOC111127848 LOC111128344 LOC111129823 LOC111129966 LOC111130009 LOC111130954 LOC111131017 LOC111132047 LOC111132210 LOC111133060 LOC111133851 LOC111134305 LOC111134531 LOC111134536 LOC111135254 LOC111135393 LOC111135413 LOC111135564 LOC111137108 LOC111137313 LOC111137505 LOC111137837"
0.0111422261872399,27,398,2.16302456592892,"GO:0022857 Transmembrane transporter activity","http://amigo.geneontology.org/amigo/term/GO:0022857","LOC111100517 LOC111105718 LOC111107140 LOC111119085 LOC111120701 LOC111121262 LOC111121993 LOC111123922 LOC111124745 LOC111127402 LOC111128273 LOC111128285 LOC111130034 LOC111130444 LOC111130898 LOC111131367 LOC111131409 LOC111134112 LOC111134203 LOC111134435 LOC111135082 LOC111135572 LOC111136808 LOC111137029 LOC111137277 LOC111137299 LOC111137800"
0.000333502911563641,48,730,2.0965206142824,"GO:0055085 Transmembrane transport","http://amigo.geneontology.org/amigo/term/GO:0055085","LOC111100466 LOC111100517 LOC111101079 LOC111102235 LOC111102415 LOC111103740 LOC111105718 LOC111107140 LOC111110315 LOC111112773 LOC111112791 LOC111113114 LOC111119085 LOC111119713 LOC111120574 LOC111120701 LOC111121262 LOC111121310 LOC111121993 LOC111123922 LOC111124315 LOC111124745 LOC111125040 LOC111127402 LOC111128273 LOC111128285 LOC111128509 LOC111129121 LOC111130034 LOC111130444 LOC111130884 LOC111130898 LOC111131367 LOC111131409 LOC111134112 LOC111134162 LOC111134203 LOC111134435 LOC111134529 LOC111135082 LOC111135230 LOC111135536 LOC111135572 LOC111136808 LOC111137029 LOC111137277 LOC111137299 LOC111137800"
2.82681007653443e-09,139,2424,1.82836519124067,"GO:0016021 Integral component of membrane","http://amigo.geneontology.org/amigo/term/GO:0016021","LOC111099032 LOC111099171 LOC111099859 LOC111100352 LOC111100466 LOC111100467 LOC111100517 LOC111101232 LOC111101263 LOC111101289 LOC111101306 LOC111101373 LOC111101374 LOC111101521 LOC111101800 LOC111101837 LOC111101861 LOC111102528 LOC111102554 LOC111102719 LOC111103264 LOC111103449 LOC111103740 LOC111104312 LOC111104676 LOC111104987 LOC111105718 LOC111105780 LOC111107140 LOC111107274 LOC111109729 LOC111110315 LOC111110860 LOC111110873 LOC111111339 LOC111113114 LOC111113585 LOC111114304 LOC111114598 LOC111115657 LOC111115836 LOC111116839 LOC111118494 LOC111119140 LOC111119293 LOC111119377 LOC111119400 LOC111119684 LOC111119713 LOC111120197 LOC111120215 LOC111120338 LOC111120574 LOC111121081 LOC111121310 LOC111121320 LOC111121369 LOC111121756 LOC111122044 LOC111122166 LOC111122597 LOC111122745 LOC111122932 LOC111122957 LOC111122968 LOC111123151 LOC111124623 LOC111124927 LOC111125145 LOC111125338 LOC111125473 LOC111125644 LOC111125932 LOC111125981 LOC111126343 LOC111126505 LOC111126630 LOC111126736 LOC111126799 LOC111126891 LOC111127016 LOC111128503 LOC111128911 LOC111128945 LOC111129068 LOC111129121 LOC111129475 LOC111129703 LOC111129961 LOC111130034 LOC111130444 LOC111130658 LOC111130840 LOC111130884 LOC111130898 LOC111131173 LOC111131798 LOC111131860 LOC111132081 LOC111132107 LOC111132231 LOC111132281 LOC111132318 LOC111132373 LOC111132868 LOC111132916 LOC111133164 LOC111133370 LOC111133465 LOC111133503 LOC111133520 LOC111133641 LOC111133903 LOC111133905 LOC111134162 LOC111134460 LOC111134587 LOC111134589 LOC111134879 LOC111135082 LOC111135125 LOC111135363 LOC111135423 LOC111135610 LOC111135911 LOC111136074 LOC111136469 LOC111136548 LOC111136773 LOC111136874 LOC111137086 LOC111137277 LOC111137699 LOC111137922 LOC111137929 LOC111138112 LOC111138225 LOC111138227 LOC111138469"
